,latitude,longitude,id,addr:housenumber,addr:street
6324,51.9826833,4.3651272,2595130418,62,Roodborstlaan
6325,51.9839681,4.3385603,2595130419,62,Sadatweg
6326,51.9853738,4.3500082,2595130420,62,Sandinoweg
6327,51.9835746,4.3421043,2595130421,62,Senegalhof
6328,51.9788272,4.3508822,2595130422,62,Straat van Malakka
6329,51.9781675,4.3458816,2595130423,62,Straat van Ormoes
6330,51.9795803,4.3419666,2595130424,62,Tibetstraat
6331,51.9823628,4.3637652,2595130425,62,Valkenlaan
6332,51.9851252,4.3558594,2595130426,62,Veulenkamp
6333,51.9871703,4.3610073,2595130427,62,Wezelstraat
6334,51.9809502,4.3382300,2595130428,62,Zambezilaan
6335,51.9837714,4.3527363,2595130430,63,Argentiniëstraat
6336,51.9813299,4.3434475,2595130431,63,Bikolaan
6337,51.9844363,4.3475904,2595130432,63,Braziliëhof
6338,51.9819615,4.3628183,2595130433,63,Buizerdlaan
6339,51.9784855,4.3384681,2595130434,63,Chinalaan
6340,51.9827241,4.3510764,2595130435,63,Cubalaan
6341,51.9812058,4.3476107,2595130436,63,Derde Werelddreef
6342,51.9852421,4.3625472,2595130437,63,Edelhertlaan
6343,51.9810863,4.3500215,2595130438,63,Gandhilaan
6344,51.9860550,4.3563601,2595130439,63,Geitenkamp
6345,51.9798131,4.3452442,2595130440,63,Israëllaan
6346,51.9792275,4.3452001,2595130441,63,Jordaniëstraat
6347,51.9850127,4.3585126,2595130443,63,Koekamp
6348,51.9840280,4.3370014,2595130444,63,Lagosweg
6349,51.9842446,4.3500905,2595130445,63,Latijns-Amerikalaan
6350,51.9806336,4.3614089,2595130446,63,Lepelaarstraat
6351,51.9817462,4.3606517,2595130447,63,Meerkoetlaan
6352,51.9818686,4.3448169,2595130448,63,Nigeriastraat
6353,51.9785691,4.3457155,2595130449,63,Omanstraat
6354,51.9813283,4.3633553,2595130450,63,Pelikaansingel
6355,51.9834084,4.3573496,2595130451,63,Reigerstraat
6356,51.9835857,4.3574604,2595130452,63,Rietgorsstraat
6357,51.9837332,4.3391495,2595130453,63,Sadatweg
6358,51.9856547,4.3504389,2595130454,63,Sandinoweg
6359,51.9862371,4.3704996,2595130455,63,Schieweg
6360,51.9801913,4.3589252,2595130456,63,Steltloperstraat
6361,51.9778979,4.3456168,2595130457,63,Straat van Ormoes
6362,51.9842464,4.3453392,2595130458,63,Suezsingel
6363,51.9803459,4.3447666,2595130459,63,Syriësingel
6364,51.9822079,4.3642801,2595130460,63,Valkenlaan
6365,51.9845123,4.3650153,2595130461,63,Vinkenlaan
6366,51.9808117,4.3387478,2595130462,63,Zambezilaan
6367,51.9812244,4.3423514,2595130463,63,Zaïrestraat
6368,51.9815174,4.3412152,2595130464,64,Afrikalaan
6369,51.9859327,4.3499352,2595130465,64,Amazoneweg
6370,51.9836023,4.3509923,2595130466,64,Argentiniëstraat
6371,51.9811472,4.3439110,2595130467,64,Bikolaan
6372,51.9867263,4.3575996,2595130468,64,Boerderijstraat
6373,51.9848467,4.3523606,2595130469,64,Caracasstraat
6374,51.9828257,4.3514098,2595130470,64,Cubalaan
6375,51.9809846,4.3471339,2595130471,64,Derde Werelddreef
6376,51.9834301,4.3456250,2595130472,64,Egyptelaan
6377,51.9804954,4.3494962,2595130473,64,Gandhilaan
6378,51.9800737,4.3449128,2595130474,64,Israëllaan
6379,51.9794704,4.3453988,2595130475,64,Jordaniëstraat
6380,51.9847291,4.3571165,2595130476,64,Koekamp
6381,51.9840913,4.3617126,2595130477,64,Kraanvogelstraat
6382,51.9835814,4.3486619,2595130478,64,Latijns-Amerikalaan
6383,51.9820670,4.3599735,2595130479,64,Lepelaarstraat
6384,51.9821220,4.3462165,2595130480,64,Mandelastraat
6385,51.9815961,4.3584255,2595130481,64,Meerkoetlaan
6386,51.9787061,4.3452813,2595130483,64,Omanstraat
6387,51.9813194,4.3632861,2595130484,64,Pelikaansingel
6388,51.9826832,4.3651270,2595130485,64,Roodborstlaan
6389,51.9839491,4.3384347,2595130486,64,Sadatweg
6390,51.9853846,4.3500832,2595130487,64,Sandinoweg
6391,51.9881394,4.3685593,2595130488,64,Schieweg
6392,51.9788454,4.3509849,2595130489,64,Straat van Malakka
6393,51.9781566,4.3458030,2595130490,64,Straat van Ormoes
6394,51.9795933,4.3420405,2595130491,64,Tibetstraat
6395,51.9823310,4.3630825,2595130492,64,Valkenlaan
6396,51.9851137,4.3557799,2595130493,64,Veulenkamp
6397,51.9872065,4.3610592,2595130494,64,Wezelstraat
6398,51.9809026,4.3382414,2595130495,64,Zambezilaan
6399,51.9878933,4.3692374,2595130496,64A,Schieweg
6400,51.9815573,4.3660314,2595130497,65,Arendlaan
6401,51.9837817,4.3528092,2595130498,65,Argentiniëstraat
6402,51.9813300,4.3434474,2595130499,65,Bikolaan
6403,51.9819616,4.3628185,2595130500,65,Buizerdlaan
6404,51.9784853,4.3384682,2595130501,65,Chinalaan
6405,51.9827730,4.3510585,2595130502,65,Cubalaan
6406,51.9812056,4.3476109,2595130503,65,Derde Werelddreef
6407,51.9852290,4.3624668,2595130504,65,Edelhertlaan
6408,51.9816290,4.3507287,2595130505,65,Gandhilaan
6409,51.9860470,4.3563479,2595130506,65,Geitenkamp
6410,51.9798055,4.3451871,2595130507,65,Israëllaan
6411,51.9792184,4.3451385,2595130508,65,Jordaniëstraat
6412,51.9872622,4.3580272,2595130509,65,Kalfjeslaan
6413,51.9849630,4.3584724,2595130510,65,Koekamp
6414,51.9868133,4.3614665,2595130511,65,Kreekrugpad
6415,51.9842647,4.3502071,2595130512,65,Latijns-Amerikalaan
6416,51.9806334,4.3614090,2595130515,65,Lepelaarstraat
6417,51.9817460,4.3606518,2595130518,65,Meerkoetlaan
6418,51.9818687,4.3448167,2595130524,65,Nigeriastraat
6419,51.9785560,4.3456354,2595130529,65,Omanstraat
6420,51.9813064,4.3632171,2595130530,65,Pelikaansingel
6421,51.9835958,4.3575203,2595130531,65,Rietgorsstraat
6422,51.9837076,4.3389847,2595130532,65,Sadatweg
6423,51.9856661,4.3505122,2595130533,65,Sandinoweg
6424,51.9801911,4.3589253,2595130534,65,Steltloperstraat
6425,51.9778977,4.3456168,2595130535,65,Straat van Ormoes
6426,51.9842306,4.3452185,2595130536,65,Suezsingel
6427,51.9801566,4.3444814,2595130537,65,Syriësingel
6428,51.9821981,4.3642039,2595130538,65,Valkenlaan
6429,51.9844941,4.3650242,2595130539,65,Vinkenlaan
6430,51.9807643,4.3387747,2595130540,65,Zambezilaan
6431,51.9812243,4.3423515,2595130541,65,Zaïrestraat
6432,51.9815174,4.3412150,2595130542,66,Afrikalaan
6433,51.9859442,4.3500084,2595130543,66,Amazoneweg
6434,51.9836170,4.3512455,2595130544,66,Argentiniëstraat
6435,51.9811471,4.3439112,2595130545,66,Bikolaan
6436,51.9867161,4.3575169,2595130546,66,Boerderijstraat
6437,51.9828745,4.3513910,2595130547,66,Cubalaan
6438,51.9809844,4.3471340,2595130548,66,Derde Werelddreef
6439,51.9834484,4.3457416,2595130549,66,Egyptelaan
6440,51.9804955,4.3494963,2595130550,66,Gandhilaan
6441,51.9800579,4.3448250,2595130551,66,Israëllaan
6442,51.9794629,4.3453532,2595130552,66,Jordaniëstraat
6443,51.9878486,4.3578326,2595130553,66,Kalfjeslaan
6444,51.9847167,4.3570383,2595130554,66,Koekamp
6445,51.9841424,4.3616899,2595130555,66,Kraanvogelstraat
6446,51.9835938,4.3487316,2595130556,66,Latijns-Amerikalaan
6447,51.9820160,4.3599932,2595130557,66,Lepelaarstraat
6448,51.9821219,4.3462163,2595130558,66,Mandelastraat
6449,51.9815963,4.3584254,2595130559,66,Meerkoetlaan
6450,51.9786943,4.3452012,2595130560,66,Omanstraat
6451,51.9812952,4.3631502,2595130561,66,Pelikaansingel
6452,51.9826830,4.3651269,2595130562,66,Roodborstlaan
6453,51.9839410,4.3383923,2595130563,66,Sadatweg
6454,51.9853961,4.3501557,2595130564,66,Sandinoweg
6455,51.9878428,4.3692304,2595130565,66,Schieweg
6456,51.9788922,4.3511599,2595130566,66,Straat van Malakka
6457,51.9823175,4.3630046,2595130567,66,Valkenlaan
6458,51.9851010,4.3557005,2595130568,66,Veulenkamp
6459,51.9872458,4.3611236,2595130569,66,Wezelstraat
6460,51.9808519,4.3382631,2595130570,66,Zambezilaan
6461,51.9815044,4.3660534,2595130571,67,Arendlaan
6462,51.9837699,4.3529243,2595130572,67,Argentiniëstraat
6463,51.9813302,4.3434473,2595130573,67,Bikolaan
6464,51.9819617,4.3628186,2595130574,67,Buizerdlaan
6465,51.9784851,4.3384683,2595130575,67,Chinalaan
6466,51.9828220,4.3510406,2595130576,67,Cubalaan
6467,51.9812055,4.3476110,2595130577,67,Derde Werelddreef
6468,51.9852640,4.3624550,2595130578,67,Edelhertlaan
6469,51.9817249,4.3508331,2595130579,67,Gandhilaan
6470,51.9797892,4.3450980,2595130580,67,Israëllaan
6471,51.9792048,4.3450583,2595130581,67,Jordaniëstraat
6472,51.9872620,4.3580271,2595130582,67,Kalfjeslaan
6473,51.9849222,4.3584761,2595130583,67,Koekamp
6474,51.9868134,4.3614667,2595130584,67,Kreekrugpad
6475,51.9842612,4.3500821,2595130585,67,Latijns-Amerikalaan
6476,51.9806332,4.3614091,2595130586,67,Lepelaarstraat
6477,51.9817459,4.3606519,2595130587,67,Meerkoetlaan
6478,51.9818688,4.3448165,2595130588,67,Nigeriastraat
6479,51.9785270,4.3453301,2595130589,67,Omanstraat
6480,51.9812839,4.3630814,2595130590,67,Pelikaansingel
6481,51.9836060,4.3575861,2595130591,67,Rietgorsstraat
6482,51.9836958,4.3389090,2595130592,67,Sadatweg
6483,51.9856776,4.3505854,2595130593,67,Sandinoweg
6484,51.9858576,4.3707067,2595130594,67,Schieweg
6485,51.9801909,4.3589254,2595130595,67,Steltloperstraat
6486,51.9778975,4.3456168,2595130596,67,Straat van Ormoes
6487,51.9842234,4.3451654,2595130597,67,Suezsingel
6488,51.9801013,4.3445042,2595130598,67,Syriësingel
6489,51.9821895,4.3641298,2595130599,67,Valkenlaan
6490,51.9844774,4.3649410,2595130600,67,Vinkenlaan
6491,51.9807167,4.3387912,2595130601,67,Zambezilaan
6492,51.9812241,4.3423516,2595130602,67,Zaïrestraat
6493,51.9815174,4.3412148,2595130603,68,Afrikalaan
6494,51.9859557,4.3500816,2595130604,68,Amazoneweg
6495,51.9835927,4.3513137,2595130605,68,Argentiniëstraat
6496,51.9811469,4.3439113,2595130606,68,Bikolaan
6497,51.9867021,4.3574311,2595130607,68,Boerderijstraat
6498,51.9829220,4.3513723,2595130608,68,Cubalaan
6499,51.9809843,4.3471342,2595130609,68,Derde Werelddreef
6500,51.9834543,4.3457811,2595130610,68,Egyptelaan
6501,51.9804954,4.3494960,2595130611,68,Gandhilaan
6502,51.9794451,4.3452550,2595130612,68,Jordaniëstraat
6503,51.9876783,4.3574180,2595130613,68,Kalfjeslaan
6504,51.9847043,4.3569628,2595130614,68,Koekamp
6505,51.9841897,4.3616704,2595130615,68,Kraanvogelstraat
6506,51.9836042,4.3487982,2595130616,68,Latijns-Amerikalaan
6507,51.9819650,4.3600153,2595130617,68,Lepelaarstraat
6508,51.9821218,4.3462161,2595130618,68,Mandelastraat
6509,51.9815965,4.3584253,2595130619,68,Meerkoetlaan
6510,51.9786339,4.3448357,2595130620,68,Omanstraat
6511,51.9812725,4.3630130,2595130621,68,Pelikaansingel
6512,51.9826829,4.3651267,2595130622,68,Roodborstlaan
6513,51.9839263,4.3382834,2595130623,68,Sadatweg
6514,51.9854077,4.3502295,2595130624,68,Sandinoweg
6515,51.9871051,4.3695818,2595130625,68,Schieweg
6516,51.9789092,4.3512522,2595130626,68,Straat van Malakka
6517,51.9823039,4.3629240,2595130628,68,Valkenlaan
6518,51.9850895,4.3556229,2595130629,68,Veulenkamp
6519,51.9872604,4.3611935,2595130630,68,Wezelstraat
6520,51.9808044,4.3382797,2595130631,68,Zambezilaan
6521,51.9814524,4.3660768,2595130636,69,Arendlaan
6522,51.9837850,4.3529970,2595130637,69,Argentiniëstraat
6523,51.9813304,4.3434472,2595130638,69,Bikolaan
6524,51.9819619,4.3628188,2595130639,69,Buizerdlaan
6525,51.9784849,4.3384684,2595130640,69,Chinalaan
6526,51.9828572,4.3510712,2595130641,69,Cubalaan
6527,51.9812054,4.3476112,2595130642,69,Derde Werelddreef
6528,51.9852519,4.3623727,2595130643,69,Edelhertlaan
6529,51.9797802,4.3450432,2595130644,69,Israëllaan
6530,51.9791931,4.3449969,2595130645,69,Jordaniëstraat
6531,51.9872618,4.3580271,2595130646,69,Kalfjeslaan
6532,51.9848742,4.3584359,2595130647,69,Koekamp
6533,51.9868135,4.3614669,2595130648,69,Kreekrugpad
6534,51.9842710,4.3501409,2595130649,69,Latijns-Amerikalaan
6535,51.9806330,4.3614091,2595130650,69,Lepelaarstraat
6536,51.9817457,4.3606520,2595130651,69,Meerkoetlaan
6537,51.9818688,4.3448163,2595130652,69,Nigeriastraat
6538,51.9812205,4.3626994,2595130653,69,Pelikaansingel
6539,51.9836841,4.3388311,2595130654,69,Sadatweg
6540,51.9857086,4.3507827,2595130655,69,Sandinoweg
6541,51.9801907,4.3589254,2595130656,69,Steltloperstraat
6542,51.9778973,4.3456169,2595130657,69,Straat van Ormoes
6543,51.9842126,4.3452245,2595130658,69,Suezsingel
6544,51.9800632,4.3445234,2595130659,69,Syriësingel
6545,51.9821810,4.3640535,2595130660,69,Valkenlaan
6546,51.9844961,4.3649325,2595130661,69,Vinkenlaan
6547,51.9806692,4.3388078,2595130662,69,Zambezilaan
6548,51.9812240,4.3423518,2595130663,69,Zaïrestraat
6549,51.9865881,4.3712369,2595130664,6A,Bellweg
6550,51.9814994,4.3622035,2595130665,7,Aalscholverring
6551,51.9794844,4.3551403,2595130666,7,Abtsregt
6552,51.9857975,4.3535722,2595130667,7,Abtswoude
6553,51.9856473,4.3651535,2595130668,7,Adderhof
6554,51.9818846,4.3648508,2595130669,7,Adelaarsingel
6555,51.9790130,4.3497779,2595130670,7,Adenstraat
6556,51.9816539,4.3666346,2595130671,7,Albatrosstraat
6557,51.9830757,4.3450209,2595130672,7,Algerijestraat
6558,51.9868609,4.3680417,2595130673,7,Ampèreweg
6559,51.9820410,4.3432599,2595130674,7,Angolastraat
6560,51.9823256,4.3657069,2595130675,7,Arendlaan
6561,51.9840923,4.3510989,2595130676,7,Argentiniëstraat
6562,51.9830230,4.3441052,2595130677,7,Atlashof
6563,51.9794259,4.3512759,2595130678,7,Bagdadstraat
6564,51.9806302,4.3391549,2595130679,7,Bantulaan
6565,51.9869990,4.3711951,2595130680,7,Bellweg
6566,51.9804720,4.3458491,2595130681,7,Ben Goerionstraat
6567,51.9791449,4.3507376,2595130682,7,Bengalenstraat
6568,51.9857786,4.3619677,2595130683,7,Beverhof
6569,51.9811861,4.3424872,2595130684,7,Bikolaan
6570,51.9867637,4.3598635,2595130685,7,Boerderijstraat
6571,51.9824089,4.3472390,2595130686,7,Bogotalaan
6572,51.9842020,4.3495137,2595130688,7,Boliviastraat
6573,51.9831812,4.3659780,2595130689,7,Bosuilstraat
6574,51.9810112,4.3376257,2595130690,7,Botswanastraat
6575,51.9838843,4.3476972,2595130691,7,Braziliëhof
6576,51.9811532,4.3601690,2595130692,7,Brilduikerhof
6577,51.9838524,4.3518641,2595130693,7,Buenos Airesstraat
6578,51.9826268,4.3624992,2595130694,7,Buizerdlaan
6579,51.9859538,4.3629648,2595130695,7,Bunzinghof
6580,51.9835917,4.3446274,2595130696,7,Cairostraat
6581,51.9849253,4.3513176,2595130697,7,Caracasstraat
6582,51.9784522,4.3394993,2595130698,7,Chinalaan
6583,51.9821755,4.3478533,2595130699,7,Colombiahof
6584,51.9824586,4.3495270,2595130700,7,Cubalaan
6585,51.9944600,4.3871305,2595130701,7,Cyclotronweg
6586,51.9833687,4.3426965,2595130702,7,Dakarhof
6587,51.9845406,4.3509870,2595130703,7,De Mirandastraat
6588,51.9877583,4.3723143,2595130704,7,Dynamoweg
6589,51.9858695,4.3644029,2595130705,7,Edelhertlaan
6590,51.9864767,4.3647480,2595130706,7,Eekhoornhof
6591,51.9848498,4.3562837,2595130707,7,Eendenvijver
6592,51.9830625,4.3418179,2595130708,7,Egyptelaan
6593,51.9782135,4.3443338,2595130709,7,Emiratenstraat
6594,51.9846434,4.3629758,2595130710,7,Fluiterpad
6595,51.9850119,4.3601492,2595130711,7,Fretstraat
6596,51.9831894,4.3600645,2595130712,7,Fuutlaan
6597,51.9825919,4.3641190,2595130713,7,Gaaistraat
6598,51.9826189,4.3368795,2595130714,7,Gabonstraat
6599,51.9807089,4.3484877,2595130715,7,Gandhilaan
6600,51.9862824,4.3579042,2595130716,7,Ganzenhof
6601,51.9866934,4.3561438,2595130717,7,Geitenkamp
6602,51.9812143,4.3452634,2595130718,7,Ghanastraat
6603,51.9819582,4.3562126,2595130719,7,Graspieperstraat
6604,51.9814038,4.3610841,2595130720,7,Gruttohof
6605,51.9827736,4.3402338,2595130721,7,Guineelaan
6606,51.9820015,4.3491836,2595130722,7,Havannastraat
6607,51.9827355,4.3674893,2595130723,7,Haviksingel
6608,51.9871321,4.3594100,2595130724,7,Hazenlaan
6609,51.9872330,4.3633050,2595130725,7,Hermelijnstraat
6610,51.9800716,4.3528237,2595130726,7,Het Slot
6611,51.9859387,4.3568497,2595130727,7,Hoenderhof
6612,51.9855377,4.3640489,2595130728,7,Houtduifstraat
6613,51.9843827,4.3481778,2595130729,7,Hélder Câmarastraat
6614,51.9836377,4.3597372,2595130730,7,IJsvogelpad
6615,51.9800619,4.3489459,2595130731,7,Indiastraat
6616,51.9801698,4.3474087,2595130732,7,Israëllaan
6617,51.9824093,4.3666406,2595130733,7,Jagerstraat
6618,51.9799230,4.3418676,2595130734,7,Japanlaan
6619,51.9796478,4.3476314,2595130735,7,Jordaniëstraat
6620,51.9870674,4.3579323,2595130736,7,Kalkoenstraat
6621,51.9834827,4.3557161,2595130737,7,Karekiethof
6622,51.9814326,4.3393923,2595130738,7,Karibastraat
6623,51.9814247,4.3458991,2595130739,7,Kenyattastraat
6624,51.9823082,4.3608549,2595130740,7,Kiekendiefhof
6625,51.9824682,4.3553631,2595130741,7,Kievietstraat
6626,51.9807946,4.3578639,2595130742,7,Kluutring
6627,51.9862527,4.3587828,2595130743,7,Koekamp
6628,51.9851742,4.3656680,2595130744,7,Koekoekshof
6629,51.9834327,4.3601112,2595130745,7,Kokmeeuwstraat
6630,51.9842305,4.3654881,2595130746,7,Koolmeesstraat
6631,51.9819738,4.3638758,2595130747,7,Kraaienstraat
6632,51.9869895,4.3618126,2595130748,7,Kreekrugpad
6633,51.9818248,4.3593197,2595130749,7,Kuifeendhof
6634,51.9813566,4.3566370,2595130750,7,Kwartelstraat
6635,51.9847201,4.3497525,2595130751,7,La Pazstraat
6636,51.9848338,4.3428638,2595130752,7,Lagosweg
6637,51.9817499,4.3368469,2595130753,7,Lambarenestraat
6638,51.9802165,4.3579915,2595130754,7,Leeuweriklaan
6639,51.9838274,4.3592966,2595130755,7,Lepelaarstraat
6640,51.9804876,4.3366802,2595130756,7,Lesothostraat
6641,51.9795802,4.3447416,2595130757,7,Libanonstraat
6642,51.9853506,4.3660449,2595130758,7,Libellepad
6643,51.9823013,4.3403133,2595130759,7,Liberiastraat
6644,51.9831101,4.3457301,2595130760,7,Libiëstraat
6645,51.9821280,4.3423803,2595130761,7,Lumumbasingel
6646,51.9815836,4.3402608,2595130763,7,Lusakastraat
6647,51.9800584,4.3374502,2595130764,7,Malawistraat
6648,51.9833233,4.3404651,2595130765,7,Malisingel
6649,51.9826679,4.3424775,2595130766,7,Marokkostraat
6650,51.9876628,4.3645835,2595130768,7,Marterstraat
6651,51.9780706,4.3434615,2595130769,7,Medinastraat
6652,51.9818771,4.3614864,2595130772,7,Meerkoetlaan
6653,51.9828407,4.3478414,2595130774,7,Mexicohof
6654,51.9863595,4.3637757,2595130775,7,Moufflonlaan
6655,51.9847865,4.3638826,2595130776,7,Nachtegaallaan
6656,51.9796536,4.3381913,2595130778,7,Namibiëstraat
6657,51.9809501,4.3444282,2595130779,7,Nasserstraat
6658,51.9818664,4.3448220,2595130780,7,Nigeriastraat
6659,51.9834924,4.3434922,2595130782,7,Nijlhof
6660,51.9793526,4.3492578,2595130783,7,Oe Thantstraat
6661,51.9835924,4.3553041,2595130784,7,Oeverloperpad
6662,51.9789381,4.3479813,2595130785,7,Omanstraat
6663,51.9812031,4.3570675,2595130786,7,Ooievaarstraat
6664,51.9851452,4.3517749,2595130787,7,Orinocostraat
6665,51.9872173,4.3622568,2595130788,7,Otterlaan
6666,51.9836646,4.3587864,2595130789,7,Pijlstaartpad
6667,51.9805720,4.3566043,2595130790,7,Plevierhof
6668,51.9870483,4.3584682,2595130791,7,Ponyhof
6669,51.9828720,4.3431416,2595130792,7,Rabatstraat
6670,51.9828172,4.3549113,2595130793,7,Rallepad
6671,51.9830559,4.3593128,2595130794,7,Reigerstraat
6672,51.9834392,4.3565120,2595130795,7,Rietgorsstraat
6673,51.9831789,4.3568134,2595130796,7,Rietzangerstraat
6674,51.9820628,4.3582648,2595130797,7,Roerdomphof
6675,51.9840466,4.3645693,2595130798,7,Roodborstlaan
6676,51.9913371,4.3726459,2595130799,7,Ruivenstraat
6677,51.9840476,4.3411592,2595130800,7,Sadatweg
6678,51.9853240,4.3483156,2595130801,7,Sandinoweg
6679,51.9907146,4.3707134,2595130802,7,Schiekade
6680,51.9830150,4.3572664,2595130803,7,Scholeksterpad
6681,51.9849349,4.3648656,2595130804,7,Sijsjespad
6682,51.9823104,4.3621532,2595130805,7,Slechtvalkhof
6683,51.9825060,4.3418203,2595130806,7,Soedanhof
6684,51.9810664,4.3370344,2595130807,7,Sowetostraat
6685,51.9841290,4.3635342,2595130808,7,Spechtstraat
6686,51.9829358,4.3637728,2595130809,7,Sperwersingel
6687,51.9835618,4.3639647,2595130810,7,Spreeuwenstraat
6688,51.9819654,4.3577786,2595130811,7,Steltloperstraat
6689,51.9783876,4.3486257,2595130812,7,Straat van Ormoes
6690,51.9837803,4.3461525,2595130813,7,Suezsingel
6691,51.9808856,4.3466661,2595130814,7,Syriësingel
6692,51.9810200,4.3593451,2595130815,7,Talinghof
6693,51.9873821,4.3661718,2595130816,7,Tanthofdreef
6694,51.9796946,4.3414404,2595130817,7,Tibetstraat
6695,51.9818486,4.3426234,2595130818,7,Togostraat
6696,51.9822214,4.3389124,2595130819,7,Tutustraat
6697,51.9833117,4.3671782,2595130820,7,Uilensingel
6698,51.9797955,4.3570092,2595130821,7,Uiverstraat
6699,51.9827193,4.3669643,2595130822,7,Valkenlaan
6700,51.9865144,4.3614405,2595130823,7,Veldmuizenpad
6701,51.9846887,4.3527152,2595130824,7,Venezuelastraat
6702,51.9849018,4.3661952,2595130825,7,Vinkenlaan
6703,51.9838336,4.3744549,2595130826,7,Voltaweg
6704,51.9852146,4.3596417,2595130827,7,Vossenlaan
6705,51.9910018,4.3728488,2595130828,7,Wassenaarstraat
6706,51.9837211,4.3568129,2595130829,7,Waterhoenstraat
6707,51.9830174,4.3559773,2595130830,7,Watersnipstraat
6708,51.9844745,4.3663536,2595130831,7,Wielewaalstraat
6709,51.9825501,4.3632190,2595130832,7,Wouwstraat
6710,51.9823048,4.3564293,2595130833,7,Wulppad
6711,51.9827033,4.3587536,2595130834,7,Zaagbekhof
6712,51.9827239,4.3377764,2595130835,7,Zambezilaan
6713,51.9830310,4.3395234,2595130836,7,Zambiastraat
6714,51.9817617,4.3420875,2595130837,7,Zaïrestraat
6715,51.9811532,4.3562280,2595130838,7,Zwaluwstraat
6716,51.9868212,4.3570823,2595130839,7,Zwanenpad
6717,51.9839973,4.3580348,2595130840,7,Zwarte Sternhof
6718,51.9815173,4.3412146,2595130841,70,Afrikalaan
6719,51.9859671,4.3501548,2595130842,70,Amazoneweg
6720,51.9835675,4.3513798,2595130843,70,Argentiniëstraat
6721,51.9811468,4.3439114,2595130844,70,Bikolaan
6722,51.9865571,4.3564849,2595130845,70,Boerderijstraat
6723,51.9829638,4.3513251,2595130846,70,Cubalaan
6724,51.9809841,4.3471343,2595130847,70,Derde Werelddreef
6725,51.9834659,4.3457342,2595130848,70,Egyptelaan
6726,51.9833096,4.3611620,2595130849,70,Fuutlaan
6727,51.9804953,4.3494958,2595130850,70,Gandhilaan
6728,51.9794376,4.3452071,2595130851,70,Jordaniëstraat
6729,51.9875694,4.3568340,2595130852,70,Kalfjeslaan
6730,51.9846919,4.3568846,2595130853,70,Koekamp
6731,51.9842371,4.3616540,2595130854,70,Kraanvogelstraat
6732,51.9837303,4.3489118,2595130855,70,Latijns-Amerikalaan
6733,51.9819149,4.3600362,2595130856,70,Lepelaarstraat
6734,51.9821567,4.3462133,2595130857,70,Mandelastraat
6735,51.9815504,4.3581682,2595130858,70,Meerkoetlaan
6736,51.9786214,4.3447564,2595130859,70,Omanstraat
6737,51.9812077,4.3626211,2595130860,70,Pelikaansingel
6738,51.9826828,4.3651265,2595130861,70,Roodborstlaan
6739,51.9839187,4.3382357,2595130862,70,Sadatweg
6740,51.9854192,4.3503021,2595130863,70,Sandinoweg
6741,51.9868345,4.3697561,2595130864,70,Schieweg
6742,51.9789574,4.3514431,2595130865,70,Straat van Malakka
6743,51.9822951,4.3628485,2595130866,70,Valkenlaan
6744,51.9850780,4.3555454,2595130867,70,Veulenkamp
6745,51.9872949,4.3612454,2595130868,70,Wezelstraat
6746,51.9807569,4.3383066,2595130869,70,Zambezilaan
6747,51.9813986,4.3660972,2595130870,71,Arendlaan
6748,51.9837954,4.3530776,2595130873,71,Argentiniëstraat
6749,51.9813306,4.3434471,2595130878,71,Bikolaan
6750,51.9786524,4.3381557,2595130888,71,Chinalaan
6751,51.9812053,4.3476114,2595130892,71,Derde Werelddreef
6752,51.9852169,4.3623864,2595130897,71,Edelhertlaan
6753,51.9797654,4.3449585,2595130902,71,Israëllaan
6754,51.9791794,4.3449113,2595130906,71,Jordaniëstraat
6755,51.9872616,4.3580270,2595130917,71,Kalfjeslaan
6756,51.9848278,4.3583956,2595130922,71,Koekamp
6757,51.9868136,4.3614670,2595130924,71,Kreekrugpad
6758,51.9842807,4.3501977,2595130925,71,Latijns-Amerikalaan
6759,51.9806329,4.3614092,2595130926,71,Lepelaarstraat
6760,51.9817455,4.3606520,2595130927,71,Meerkoetlaan
6761,51.9818689,4.3448161,2595130928,71,Nigeriastraat
6762,51.9811949,4.3625412,2595130929,71,Pelikaansingel
6763,51.9836717,4.3387554,2595130930,71,Sadatweg
6764,51.9857204,4.3508578,2595130931,71,Sandinoweg
6765,51.9855139,4.3708912,2595130932,71,Schieweg
6766,51.9801905,4.3589255,2595130933,71,Steltloperstraat
6767,51.9778971,4.3456169,2595130934,71,Straat van Ormoes
6768,51.9842064,4.3451751,2595130936,71,Suezsingel
6769,51.9800111,4.3445470,2595130941,71,Syriësingel
6770,51.9821629,4.3640439,2595130946,71,Valkenlaan
6771,51.9844848,4.3648688,2595130951,71,Vinkenlaan
6772,51.9806153,4.3388347,2595130952,71,Zambezilaan
6773,51.9812239,4.3423519,2595130953,71,Zaïrestraat
6774,51.9815173,4.3412144,2595130954,72,Afrikalaan
6775,51.9859786,4.3502280,2595130955,72,Amazoneweg
6776,51.9835431,4.3514472,2595130956,72,Argentiniëstraat
6777,51.9811466,4.3439115,2595130957,72,Bikolaan
6778,51.9865432,4.3564176,2595130958,72,Boerderijstraat
6779,51.9830153,4.3513041,2595130959,72,Cubalaan
6780,51.9809840,4.3471345,2595130960,72,Derde Werelddreef
6781,51.9834720,4.3457747,2595130961,72,Egyptelaan
6782,51.9804953,4.3494956,2595130963,72,Gandhilaan
